1,武豊
2,Z.パートン
3,岩田　康誠
4,林　満明
5,M.デムーロ
6,横山　典弘
7,戸崎　圭太
8,浜中　俊
9,川田　将雅
10,北村　宏司
11,蛯名　正義
12,R.ムーア
13,池添　謙一	
14,C.ルメール
15,吉田　隼人
16,福永　祐一
17,石神　深一
18,田辺　裕信
19,大野　拓弥
20,四位　洋文
21,幸　英明
22,松山　弘平	
23,H.ボウマン
24,石橋　脩
25,C.デムーロ
26,藤岡　佑介
27,和田　竜二
28,J.モレイラ
29,W.ビュイック
30,北村　友一
31,D.レーン
